                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                              Generated by UCC v.2014.08f on 12 1 2015                              
ucc.exe -dir d:\Development\GitHub\Breakout\source\ -extfile JavaScript -outdir d:\Metriken\count_out_6\

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,7,4,Low,Phaser.Physics.P2.Body,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
10,10,10,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
9,9,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
8,11,8,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Physics.P2.BodyDebug,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
12,15,12,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
8,8,8,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
10,12,10,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
8,12,8,Low,Phaser.Physics.P2.Spring,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Phaser.Physics.P2.RotationalSpring,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Physics.P2.Material,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Physics.P2.ContactMaterial,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Physics.P2.CollisionGroup,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Phaser.Physics.P2.DistanceConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Physics.P2.GearConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Physics.P2.LockConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Phaser.Physics.P2.PrismaticConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Physics.P2.RevoluteConstraint,d:\Development\GitHub\Breakout\source\\phaser.js
4,6,4,Low,Phaser.ImageCollection,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Tile,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,19,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Tilemap,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
18,20,18,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
17,23,17,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
16,17,16,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
11,12,11,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,6,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
10,14,10,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,6,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,10,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
12,12,12,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
5,8,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
12,12,12,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.TilemapLayer,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.ensureSharedCopyCanvas,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.postUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.resize,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.resizeWorld,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.TilemapLayer.prototype._fixX,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype._unfixX,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.TilemapLayer.prototype._fixY,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype._unfixY,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileX,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileY,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileXY,d:\Development\GitHub\Breakout\source\\phaser.js
8,8,8,Low,Phaser.TilemapLayer.prototype.getRayCastTiles,d:\Development\GitHub\Breakout\source\\phaser.js
8,11,8,Low,Phaser.TilemapLayer.prototype.getTiles,d:\Development\GitHub\Breakout\source\\phaser.js
5,7,5,Low,Phaser.TilemapLayer.prototype.resolveTileset,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype.resetTilesetCache,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.TilemapLayer.prototype.setScale,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,Phaser.TilemapLayer.prototype.shiftCanvas,d:\Development\GitHub\Breakout\source\\phaser.js
16,20,16,Medium,Phaser.TilemapLayer.prototype.renderRegion,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,Phaser.TilemapLayer.prototype.renderDeltaScroll,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.renderFull,d:\Development\GitHub\Breakout\source\\phaser.js
9,17,9,Low,Phaser.TilemapLayer.prototype.render,d:\Development\GitHub\Breakout\source\\phaser.js
12,14,12,Medium,Phaser.TilemapLayer.prototype.renderDebug,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
9,10,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,9,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
49,51,43,High,,d:\Development\GitHub\Breakout\source\\phaser.js
6,9,6,Low,Phaser.Tileset,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,9,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Phaser.Particles.Arcade.Emitter,d:\Development\GitHub\Breakout\source\\phaser.js
12,15,12,Medium,Phaser.Particles.Arcade.Emitter.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
10,10,10,Low,Phaser.Particles.Arcade.Emitter.prototype.makeParticles,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.kill,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.revive,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.explode,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,Phaser.Particles.Arcade.Emitter.prototype.flow,d:\Development\GitHub\Breakout\source\\phaser.js
9,11,9,Low,Phaser.Particles.Arcade.Emitter.prototype.start,d:\Development\GitHub\Breakout\source\\phaser.js
10,13,10,Low,Phaser.Particles.Arcade.Emitter.prototype.emitParticle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setSize,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setXSpeed,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setYSpeed,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setRotation,d:\Development\GitHub\Breakout\source\\phaser.js
7,8,7,Low,Phaser.Particles.Arcade.Emitter.prototype.setAlpha,d:\Development\GitHub\Breakout\source\\phaser.js
9,11,9,Low,Phaser.Particles.Arcade.Emitter.prototype.setScale,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Particles.Arcade.Emitter.prototype.at,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
11,18,11,Medium,Phaser.Video,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
10,10,10,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,10,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
9,9,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,}else if(typeof define!,d:\Development\GitHub\Breakout\source\\phaser.js
567,634,556,Very High,main,d:\Development\GitHub\Breakout\source\\phaser.min.js
131,150,130,Very High,,d:\Development\GitHub\Breakout\source\\phaser.min.js
65,75,65,Very High,}var d,d:\Development\GitHub\Breakout\source\\phaser.min.js
95,98,95,Very High,return this.children[a]},b.DisplayObjectContainer.prototype.removeChild,d:\Development\GitHub\Breakout\source\\phaser.min.js
34,39,34,High,},b.glContexts,d:\Development\GitHub\Breakout\source\\phaser.min.js
60,67,60,Very High,},b.CanvasTinter.tintWithPerPixel,d:\Development\GitHub\Breakout\source\\phaser.min.js
